ID,Company name Latin alphabet,NAICS 2017; primary code(s),Operating P/L [=EBIT]; th USD 2021,Operating P/L [=EBIT]; th USD 2020,Operating P/L [=EBIT]; th USD 2019,Operating P/L [=EBIT]; th USD 2018,Operating P/L [=EBIT]; th USD 2017,Operating P/L [=EBIT]; th USD 2016,Operating P/L [=EBIT]; th USD 2015,Operating P/L [=EBIT]; th USD 2014,Operating P/L [=EBIT]; th USD 2013,Operating P/L [=EBIT]; th USD 2012,P/L for period [=Net income]; th USD 2021,P/L for period [=Net income]; th USD 2020,P/L for period [=Net income]; th USD 2019,P/L for period [=Net income]; th USD 2018,P/L for period [=Net income]; th USD 2017,P/L for period [=Net income]; th USD 2016,P/L for period [=Net income]; th USD 2015,P/L for period [=Net income]; th USD 2014,P/L for period [=Net income]; th USD 2013,P/L for period [=Net income]; th USD 2012,Total assets; th USD 2021,Total assets; th USD 2020,Total assets; th USD 2019,Total assets; th USD 2018,Total assets; th USD 2017,Total assets; th USD 2016,Total assets; th USD 2015,Total assets; th USD 2014,Total assets; th USD 2013,Total assets; th USD 2012,Cash & cash equivalent; th USD 2021,Cash & cash equivalent; th USD 2020,Cash & cash equivalent; th USD 2019,Cash & cash equivalent; th USD 2018,Cash & cash equivalent; th USD 2017,Cash & cash equivalent; th USD 2016,Cash & cash equivalent; th USD 2015,Cash & cash equivalent; th USD 2014,Cash & cash equivalent; th USD 2013,Cash & cash equivalent; th USD 2012,Total Liabilities and Debt; th USD 2021,Total Liabilities and Debt; th USD 2020,Total Liabilities and Debt; th USD 2019,Total Liabilities and Debt; th USD 2018,Total Liabilities and Debt; th USD 2017,Total Liabilities and Debt; th USD 2016,Total Liabilities and Debt; th USD 2015,Total Liabilities and Debt; th USD 2014,Total Liabilities and Debt; th USD 2013,Total Liabilities and Debt; th USD 2012,Total Current Liabilities; th USD 2021,Total Current Liabilities; th USD 2020,Total Current Liabilities; th USD 2019,Total Current Liabilities; th USD 2018,Total Current Liabilities; th USD 2017,Total Current Liabilities; th USD 2016,Total Current Liabilities; th USD 2015,Total Current Liabilities; th USD 2014,Total Current Liabilities; th USD 2013,Total Current Liabilities; th USD 2012,Income Tax Payable; th USD 2021,Income Tax Payable; th USD 2020,Income Tax Payable; th USD 2019,Income Tax Payable; th USD 2018,Income Tax Payable; th USD 2017,Income Tax Payable; th USD 2016,Income Tax Payable; th USD 2015,Income Tax Payable; th USD 2014,Income Tax Payable; th USD 2013,Income Tax Payable; th USD 2012,Depreciation; th USD 2021,Depreciation; th USD 2020,Depreciation; th USD 2019,Depreciation; th USD 2018,Depreciation; th USD 2017,Depreciation; th USD 2016,Depreciation; th USD 2015,Depreciation; th USD 2014,Depreciation; th USD 2013,Depreciation; th USD 2012
2273.,AQUA METALS; INC.,331492,n.a.,-27134,-40794,-37028,-24858,-12958,-5451.26,-1406.66,n.a.,n.a.,n.a.,-25762,-44795,-40254,-26580,-13557,-12331.64,-2373.75,n.a.,n.a.,n.a.,35138,69454,71371,74442,71529,47275.7,5824.2,n.a.,n.a.,n.a.,6533,7575,20892,22793,25458,20140.67,4536.6,n.a.,n.a.,n.a.,3999,19865,21281,15477,14539,13610.51,6593.56,n.a.,n.a.,n.a.,3454,9810,11799,3834,4031,3317.6,5208.78,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2231,-3899,-3213,-2908,-687,-89.06,-1.3,n.a.,n.a.
2274.,CONFORCE INTERNATIONAL; INC.,332439,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2275.,BARISTAS COFFEE COMPANY; INC.,722410,n.a.,-255,-275,-243,-129,-714,-3637,-3237,n.a.,n.a.,n.a.,-297,-310,-2833,-361,-1361,-6217,-3761,n.a.,n.a.,n.a.,882,839,816,3314,3367,260,3756,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,4,5,21,n.a.,n.a.,n.a.,978,996,1925,1870,2101,2283,3745,n.a.,n.a.,n.a.,936,987,1925,1870,2101,2283,3745,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2,-16,-6,-7,-68,-141,-175,n.a.,n.a.
2276.,GUIDED THERAPEUTICS; INC.,334510,n.a.,-1052,-937,-1548,-3121,-3820,-6227,-8669,-6606,-4281,n.a.,-401,-1921,900,-10974,-4995,-9503,-10035,-10390,-4353,n.a.,1350,1180,236,406,1492,2515,3031,3316,3478,n.a.,182,899,n.a.,1,14,35,162,613,1044,n.a.,12205,18115,16060,19808,10758,8077,7496,3423,2345,n.a.,8962,12410,10992,11846,9338,5471,4603,1772,2345,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,-21,-27,-213,-1223,-1054,-483,-461,-361
2277.,PIXARBIO CORPORATION,325412,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-95.44,-86.37,-44.49,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-95.44,-86.37,-44.49,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,369.29,375.53,195.11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.71,3.44,21.02,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,91.07,26.37,32.23,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,91.07,26.37,32.23,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-5.68,-5.68,-5.68,n.a.
2278.,MOTUS GI HOLDINGS INC.,334510,n.a.,-19047,-23436,-18925,-12964,-6007,-5325,n.a.,n.a.,n.a.,n.a.,-19257,-23086,-22257,-13200,-8023,-5991,n.a.,n.a.,n.a.,n.a.,24064,32257,22954,9168,12191,1715,n.a.,n.a.,n.a.,n.a.,20819,28731,21093,6939,11644,1292,n.a.,n.a.,n.a.,n.a.,12774,13929,4437,3645,2162,5438,n.a.,n.a.,n.a.,n.a.,10610,11344,2393,1983,752,698,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,29,n.a.,n.a.,n.a.,n.a.,-377,-223,-152,-65,-46,-45,n.a.,n.a.,n.a.
2279.,ENERTECK CORPORATION,325998,n.a.,-860.39,-977.37,-728.35,-674.55,-2167.73,-1056.23,-1045.9,-1358.91,-1298.03,n.a.,-1111.92,-1208.39,-932.4,-936.52,-2366.42,-1255.12,-1290.5,-1705.37,-1611.54,n.a.,374.97,277.54,318.44,352.13,336.85,430.94,375.36,522.98,638.68,n.a.,86.82,19.88,11.85,19.37,6.37,10.03,7.88,8.8,24.32,n.a.,9960.2,8750.85,7583.36,7882.85,7050.13,6035.69,5984.22,4989.08,4252.43,n.a.,9887.1,8750.85,7580.35,6723.22,7038.98,6022.29,5969.93,4985.87,4175.31,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2.78,-7,-1.35,-1.45,-9.47,-5.01,-14.83,-177.27,-209.73
2280.,NIKOLA CORPORATION,336111,n.a.,-382735,-910.21,-402.3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-370866,2730.46,1913.04,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1053713,239158.35,236545.52,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,840913,751.64,1168.6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,73572,834.48,952.11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,52273,732.96,849.33,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,408.28,572.87,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-6008,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2281.,ITALIAN FOOD & BEVERAGE CORP.,333241,n.a.,-158,-63,-135,-201,-431,n.a.,n.a.,n.a.,n.a.,n.a.,-165,-70,-136,-214,-436,n.a.,n.a.,n.a.,n.a.,n.a.,190,527,1092,1025,811,n.a.,n.a.,n.a.,n.a.,n.a.,1,6,4,16,27,n.a.,n.a.,n.a.,n.a.,n.a.,485,261,469,399,358,n.a.,n.a.,n.a.,n.a.,n.a.,485,261,469,399,358,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.
2282.,PLANDAI BIOTECHNOLOGY; INC.,541715,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-8849.57,-10494.07,-2657.77,-3809.78,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-9582.46,-15606.98,-2188.01,-3777.17,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8504.58,9207.68,8835.48,6057.01,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,33.62,156.33,498.92,5.11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15003.67,11983.38,11463.65,6863.22,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15147.35,3254.97,903.74,100.48,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-414.42,-188.53,-135.04,0
2283.,FOMO CORP,335999,n.a.,-1598.29,-212.71,-291.64,-298.97,-775.66,-717.48,-546.07,-22.66,-17.7,n.a.,-1636.72,-65.24,-1901.44,-1250.33,-1033.12,-728.92,-546.07,-26.29,34.82,n.a.,1004.99,189.06,0,127.53,229.57,294.17,975.85,409.41,0,n.a.,12.07,0.06,n.a.,0.5,11.77,81.98,756.68,261.91,n.a.,n.a.,1169.43,1430.93,1848.98,1477.98,611.76,75.97,107.1,1.76,66.05,n.a.,1169.43,1430.93,1848.98,1477.98,611.76,75.97,107.1,1.76,66.05,n.a.,0,0,2.86,3.66,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,-31.68,-33.27,-39.26,-21.63,-8.02,n.a.,n.a.
2284.,OPTEC INTERNATIONAL; INC.,336310,n.a.,n.a.,n.a.,-171.58,-10.02,-32.93,-13.01,27.12,-12.5,n.a.,n.a.,n.a.,n.a.,-1320.87,-10.01,-32.93,-11.06,25.14,-13.9,n.a.,n.a.,n.a.,n.a.,626.37,17.69,25.7,53.96,66.67,46.6,n.a.,n.a.,n.a.,n.a.,30.8,0.34,8.98,33.16,47.71,5.31,n.a.,n.a.,n.a.,n.a.,1769.06,7,5,0.33,1.98,30,n.a.,n.a.,n.a.,n.a.,1769.06,7,5,0.33,1.98,30,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.03,1.98,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2285.,GENERATION HEMP INC.,531130,n.a.,-1122.96,-6209.08,33.78,14.7,40.17,48.57,-131.96,-4.48,-44.87,n.a.,-1498.67,-7908.94,-25.31,-36.49,-19.01,-10.48,-139.48,-4.79,-45.81,n.a.,3918.99,2542.32,842.77,852.57,884.04,890.57,906.2,14.21,9.69,n.a.,2776.43,101.34,63.7,49.44,60.2,45.21,36.85,14.21,9.41,n.a.,5915.64,4832.58,945.6,941.18,936.17,923.69,928.84,55.33,46.03,n.a.,5985.52,4853.14,945.6,151.41,135.31,112.04,103.92,55.33,46.03,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-71,-15.61,-21.99,-22.65,-23.84,-26.03,-8.38,n.a.,n.a.
2286.,GO GREEN GLOBAL TECHNOLOGIES CORP.,334511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-409.01,-267.6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-407.45,-345.19,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,472.37,235.32,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,16.79,94.85,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,294.22,249.37,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,294.22,201.57,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.74,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-30.61,-2.96
2287.,MJ HARVEST; INC.,111998,-1617.26,-1963.67,-956.55,-732.31,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-4915.86,-1963.68,-962.27,-704.81,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1294.15,611.11,250.39,361.1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,123.32,32.34,13.59,3.28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1949.58,1027.84,682.74,197.56,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,531.59,97.86,15.92,15.67,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-18.17,-5.04,-4.19,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2288.,ENVIRO TECHNOLOGIES; INC.,332710,n.a.,-1028.39,611.66,-472.84,-816,-420,-255.41,-720.39,-347,-1487.75,n.a.,-1030.81,594.04,-496.86,2070.67,-535.79,-275.42,-735.14,-357.15,-1496.14,n.a.,985.93,1713.72,2216.05,1801.71,140.37,307.3,698.92,564.84,914.05,n.a.,336.56,674.84,1223.86,1010.43,40.97,73.71,182.92,135.95,425.31,n.a.,1667.23,1507.67,2604.03,1807.83,2219.16,1850.3,1967.49,1226.62,1273.62,n.a.,1213.73,1149.71,2377.86,1517.83,2219.16,1850.3,1967.49,1226.62,1273.62,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-45.14,-45.06,-45.06,-22.11,-22.04,-22.09,-22.62,-22.62,-35.3
2289.,SPRIZA; INC.,541810,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1254.77,-475.42,-19.94,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1233.77,-484.4,-19.94,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,405.78,802.31,27.44,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.4,493.54,2.44,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,140.03,42.33,18.78,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,140.03,42.33,18.78,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-86.55,-6.51,0
2290.,WHITE FOX VENTURES; INC.,312230,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-7973.63,-45,-2922.17,-898.45,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-9401.15,-49.17,-2937.48,-797.13,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,177.07,n.a.,2690.69,1999.14,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10.96,n.a.,535.93,598.94,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2271.67,n.a.,186.73,875.77,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2271.67,0,186.73,373.22,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-9.12,-0.69
2291.,BIORESTORATIVE THERAPIES; INC.,541715,n.a.,-2752.08,-8432.01,-7647.65,-8374.28,-7797.25,-7170.35,-4922.49,-4752.27,-5572.45,n.a.,-11272.69,-14647.89,-12517.8,-9444.66,-8636.29,-7923.48,-5587.61,-5751.19,-6536.72,n.a.,4347.05,1466.32,1192.38,1758.61,1580.02,2017.01,1691.8,1382.92,1268.04,n.a.,3064.61,1.66,117.52,451.68,31.82,166.56,91.8,201.1,0.36,n.a.,5678.54,14242.47,9833.42,8595.18,6580.3,5925.47,8580.19,8067.98,6409.74,n.a.,1044.79,13720.58,9254.89,8353.3,5844.86,5612.46,8525,7502.55,2815.96,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-46.49,-142.47,-165.48,-184.37,-183.53,-139.79,-26.87,-35,-37.95
2292.,INTERNATIONAL CONSOLIDATED COMPANIES; INC,541511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2293.,CRINETICS PHARMACEUTICALS; INC.,541715,n.a.,-74953,-53832,-28710,-9127,-6044,n.a.,n.a.,n.a.,n.a.,n.a.,-73812,-50422,-27115,-9157,-6019,n.a.,n.a.,n.a.,n.a.,n.a.,183445,130377,171415,15598,12599,n.a.,n.a.,n.a.,n.a.,n.a.,170880,118392,163875,14192,12152,n.a.,n.a.,n.a.,n.a.,n.a.,14526,13238,11190,920,1063,n.a.,n.a.,n.a.,n.a.,n.a.,10489,8340,7925,897,890,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-948,-887,-471,-128,-92,n.a.,n.a.,n.a.,n.a.
2294.,PRECHECK HEALTH SERVICE INC.,334510,n.a.,n.a.,n.a.,-6430.79,-175.05,-240.02,-100.99,-46.17,n.a.,n.a.,n.a.,n.a.,n.a.,-7926.52,-1500.08,-280.8,-93.55,-46.17,n.a.,n.a.,n.a.,n.a.,n.a.,254.91,849.41,713.59,104.25,64.18,n.a.,n.a.,n.a.,n.a.,n.a.,4.53,87.1,191.66,2.35,2.42,n.a.,n.a.,n.a.,n.a.,n.a.,1172.81,498.63,646.79,156.15,30.02,n.a.,n.a.,n.a.,n.a.,n.a.,1172.81,435.94,575.77,156.15,30.02,n.a.,n.a.,n.a.,n.a.,n.a.,4.85,5.64,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-32.36,-13.01,n.a.,n.a.,n.a.
2295.,VIRTUAL MEDICAL INTERNATIONAL; INC.,339999,n.a.,n.a.,-21915,-26,-18,-5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-16567,-125,-18,-5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5853,5372,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,56,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,187,21,11,11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,187,21,11,11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,0,n.a.,n.a.,n.a.,n.a.
2296.,ANDIAMO CORPORATION,334614,n.a.,n.a.,n.a.,0,-5,-10,0,-16,-145,2,n.a.,n.a.,n.a.,0,-7,-10,5,-16,-168,-89,n.a.,n.a.,n.a.,103,169,243,326,367,456,526,n.a.,n.a.,n.a.,1,n.a.,1,4,1,2,n.a.,n.a.,n.a.,n.a.,44,42,41,24,84,82,303,n.a.,n.a.,n.a.,0,0,11,9,7,32,237,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,4,n.a.,n.a.,n.a.,0,0,0,0,0,0,0
2297.,GREEN GLOBE INTERNATIONAL; INC.,453998,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2298.,ASCENT SOLAR TECHNOLOGIES; INC.,334413,n.a.,-2454.55,-3253.05,-6570.13,-14148.06,-24628.55,-27746.39,-33858.98,-28239.27,-27941.39,n.a.,1617.44,-4868.26,-16036.49,-18560.13,-38850.78,-45797.8,-51441.95,-36066.71,-28768.4,n.a.,7371.54,5633.51,6292.33,7781.34,11614.84,18750.17,55920.38,28539.02,43524,n.a.,167.73,n.a.,18.16,89.62,130.95,326.22,3316.58,3318.16,12621.48,n.a.,27563.74,30740.29,28928.22,20173.68,24905.92,16171.48,48255.39,13104.85,9297.27,n.a.,9151.68,30711.88,23870.14,14997.55,19447.68,10125.78,11165.38,5672.24,2908.94,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-105.74,-185.13,-222.57,-1046.36,-3490.01,-5586.43,-5925.55,-6190.85,-6142.56
2299.,VIATAR CTC SOLUTIONS INC.,334510,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-3952.11,-3377.1,-1227.38,-4666.29,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-4065.74,-4199.32,-864.86,-2924.97,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1408.9,31.35,214.77,304.66,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,508.45,31.35,66.77,62.65,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3110.84,1156.43,604.81,341.13,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,995,1166.26,540.5,401.48,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,626.89,732.55,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2.79,n.a.,n.a.,n.a.
2300.,SANGUI BIOTECH INTERNATIONAL; INC.,334510,-151.14,-181.39,-337.64,-208.04,-316.8,-360.9,-752.34,-1317.27,-1243.95,-3710.64,-198.89,-192.74,-323.58,-201.81,-308.98,-470.45,-704.7,-1428.76,-2095.49,-3491.9,134.12,125.33,78.97,102.03,93.77,110.42,122.1,260.59,522.98,1127.73,29.77,15.28,27.45,20.94,56.99,70.07,17.67,98.15,47.76,238.64,357.65,208.23,29.77,-169.08,-253.97,-229.65,-101.61,-256.53,-140.26,-30.35,954.71,791.49,670.96,453.17,354.3,357.99,461.93,253.31,226.64,168.35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-0.82,-1.21,0,0,0,n.a.,0,-0.47,-0.87,-0.69
2301.,PHI GROUP; INC.,541611,-852.62,-1861.21,-2410.21,-230.31,-556.96,-132.87,-305.91,-304.04,-403.32,88.49,-6553.18,-1321.81,-2929.66,-2026.32,-1560.72,-8,-1368.92,-255.99,-884.05,-5153.6,927.8,465.47,1084.1,27424.14,674.06,753.99,448.78,444.1,459.85,604.68,480.8,460.47,285.25,1114.42,541.07,483.6,361.21,291.98,207.7,356.17,6925.19,7525.26,7086.82,32268.89,8187.55,7755.95,9430.26,9585.28,9667.55,9927.15,6925.18,7525.26,7086.82,3607.83,2465.49,7755.95,9430.26,9585.28,10371.75,10631.36,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,n.a.,n.a.,n.a.,n.a.,0,-0.52,-1.26
2302.,ENERGY & ENVIRONMENTAL SERVICES INC.,325199,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-533.65,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-547.33,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,717.54,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,103.78,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1150.96,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1143.95,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-4.79
2303.,REGI U.S.; INC.,333912,n.a.,n.a.,-1088.86,-2274.96,-294.31,-149.46,-409.8,-586.11,-556.46,-460.21,n.a.,n.a.,-2260,-3005.23,-324.21,-1261.39,-411.25,-587.55,-557.89,-388.2,n.a.,n.a.,63.37,152.3,91.08,2.51,0.49,1.88,16.38,0.04,n.a.,n.a.,19.04,111.82,67.82,0.04,0.49,1.88,16.38,0.04,n.a.,n.a.,2753.41,1617.79,1866.3,238.98,1976.91,1767.64,1725.59,1746.71,n.a.,n.a.,2266.86,1061.12,297.53,213.56,1976.91,1767.64,1725.59,1746.71,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-7.04,-5.85,-1.2,n.a.,n.a.,n.a.,0,0
2304.,BENITEC BIOPHARMA INC.,541715,-13596,-8281,2285.945,-8421.106,-3918.662,-16763.361,-7965.363,-5340.2,-3627.26,-2975.181,-13882,-8274,2961.602,-8420.383,-4116.149,-17924.419,-8325.617,-5092.096,-2523.192,-2975.072,21379,11587,19839.984,15436.645,16396.597,14388.437,18461.182,24953.847,1266.465,2351.927,19769,9801,16343.065,11729.94,12641.425,13187.592,15760.728,22685.263,1148.254,2225.093,1369,1349,2724.327,1877.224,839.145,761.741,1187.824,690.616,803.242,425.569,1369,1136,2724.327,1842.501,813.826,748.72,1187.824,690.616,803.242,425.569,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-231,-190,-159.872,-140.34,-156.978,-209.786,-70.17,-9.267,-21.55,-9.274
